position selCoef originGen type freq
3627 0.0125405 5991 m2 0.0035
4147 -0.00190546 5996 m2 0.0045
4558 -0.0801881 5443 m2 0.399
5255 0.0661627 5903 m2 0.0685
6789 -0.071546 5999 m2 0.0005
7535 0.0333921 5992 m2 0.0055
10110 0.0280328 5912 m2 0.084
10452 -0.201245 5606 m2 0.186
12292 0.0882913 5997 m2 0.0005
13574 0.142026 5985 m2 0.0095
13799 0.099831 4767 m2 0.3245
13845 -0.080519 5943 m2 0.0185
14023 -0.122412 5946 m2 0.046
15749 -0.0354645 1946 m2 0.2535
16964 -0.106598 5288 m2 0.8725
20766 0.0540675 5810 m2 0.0095
22524 0.234006 5882 m2 0.172
22600 -0.190742 5998 m2 0.0015
23230 -0.0579159 5996 m2 0.002
23580 0.0792152 5991 m2 0.0035
27120 -0.127958 6000 m2 0.0005
29364 0.102775 5207 m2 0.2305
32865 0.130178 5593 m2 0.129
33376 -0.0198347 5894 m2 0.031
34563 -0.115509 5313 m2 0.917
34756 -0.0323487 5963 m2 0.063
37286 -0.0269167 5499 m2 0.086
40328 0.101438 5975 m2 0.04
40941 -0.071864 5975 m2 0.0015
42601 0.0927967 5999 m2 0.002
48644 -0.0139156 5978 m2 0.015
49258 -0.0599563 4107 m2 0.283
100696 -0.108283 5316 m2 0.723
101907 0.178322 6000 m2 0.0005
102261 -0.128429 5796 m2 0.0035
105107 0.0996106 5885 m2 0.0665
107767 -0.186717 6000 m2 0.0005
109945 -0.0775503 4210 m2 0.759
112735 -0.0662438 5379 m2 0.149
114200 -0.0454129 6000 m2 0.0005
115530 -0.0448958 5995 m2 0.0055
115580 0.135197 6000 m2 0.0005
118349 -0.18695 3267 m2 0.2555
118851 -0.0495681 5996 m2 0.0025
123096 0.0847062 4720 m2 0.0675
129823 -0.0614645 6000 m2 0.0005
130841 0.0503611 5875 m2 0.0595
131909 -0.158475 5987 m2 0.039
136399 0.00861342 5321 m2 0.101
136425 0.119268 5995 m2 0.001
136466 0.0255544 6000 m2 0.0005
140997 0.324456 3 m2 0.932
142324 -0.00970719 4040 m2 0.2105
143525 -0.0152131 5792 m2 0.0875
145148 -0.0384851 6000 m2 0.0005
200118 0.0851354 5997 m2 0.0015
203735 -0.15227 5981 m2 0.0015
207782 0.0777663 6000 m2 0.0005
209475 -0.152006 5987 m2 0.002
216774 0.162561 5986 m2 0.002
218096 -0.206259 6000 m2 0.0005
218253 0.0170564 5883 m2 0.0275
218749 -0.11326 6000 m2 0.0005
219405 0.00548341 5999 m2 0.0005
221856 0.143122 5993 m2 0.0115
224395 0.0331784 5996 m2 0.0005
226609 -0.150823 5997 m2 0.0015
227901 -0.0557621 5908 m2 0.0045
228168 -0.00543016 5985 m2 0.0005
228259 0.0257774 5999 m2 0.001
228808 0.0548453 5967 m2 0.024
228971 0.108255 5993 m2 0.0005
232414 -0.170391 5964 m2 0.019
235659 -0.106516 5961 m2 0.109
236328 0.10323 5995 m2 0.0015
239147 0.12353 5986 m2 0.0005
239953 0.0374215 4891 m2 0.1895
240438 0.117343 5991 m2 0.005
241212 -0.00731417 5996 m2 0.001
242344 0.0209107 5986 m2 0.0005
243107 0.213314 5889 m2 0.0065
244453 0.0566847 4587 m2 0.1935
246456 -0.00593149 5979 m2 0.0025
304359 0.0648933 5942 m2 0.0145
306941 0.251677 5992 m2 0.004
308034 0.0561725 5927 m2 0.2385
310934 0.0197694 5837 m2 0.001
313246 -0.0440484 6000 m2 0.0005
314046 -0.10031 5904 m2 0.128
316674 0.0973699 4027 m2 0.576
316688 0.254532 6000 m2 0.0005
317228 -0.0557738 5871 m2 0.0875
319424 0.0290093 5997 m2 0.002
320977 0.0434358 6000 m2 0.0005
322860 0.209656 5837 m2 0.48
324012 -0.0203077 1694 m2 0.0605
329808 -0.00867287 4539 m2 0.2315
329895 0.00253248 5791 m2 0.2055
330416 -0.00210995 5981 m2 0.003
333640 -0.0469811 5992 m2 0.001
334776 -0.0743755 5934 m2 0.005
337448 -0.112496 5999 m2 0.0015
338754 -0.0405721 5722 m2 0.1325
338977 0.0807783 5992 m2 0.006
339399 -0.00651013 5953 m2 0.0145
344346 0.0914256 5868 m2 0.011
344638 0.0635185 5994 m2 0.0005
348985 0.136292 5599 m2 0.2735

